Chemical Name	Chemical ID	CAS RN	Gene Symbol	Gene ID	Interaction	Interaction Actions	Reference Count	Organism Count
bisphenol A	C006780	80-05-7	CLCN1	1180	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of CLCN1 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	CLCN3	1182	bisphenol A affects the expression of CLCN3 mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	CLCN3	1182	bisphenol A results in decreased methylation of CLCN3 gene	decreases^methylation	1	1
bisphenol A	C006780	80-05-7	CLCN3	1182	bisphenol A results in increased expression of CLCN3 mRNA	increases^expression	1	1
bisphenol A	C006780	80-05-7	CLCN4	1183	bisphenol A results in increased expression of CLCN4 mRNA	increases^expression	1	1
bisphenol A	C006780	80-05-7	CLCN5	1184	bisphenol A affects the methylation of CLCN5 gene	affects^methylation	1	1
bisphenol A	C006780	80-05-7	CLCN5	1184	bisphenol A results in increased expression of CLCN5 mRNA	increases^expression	1	1
bisphenol A	C006780	80-05-7	CLCN6	1185	bisphenol A affects the methylation of CLCN6 gene	affects^methylation	1	1
bisphenol A	C006780	80-05-7	CLCN6	1185	[bisphenol A co-treated with Fulvestrant] results in decreased methylation of CLCN6 gene	affects^cotreatment|decreases^methylation	1	1
bisphenol A	C006780	80-05-7	CLCN7	1186	bisphenol A affects the expression of CLCN7 mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	CLCN7	1186	bisphenol A results in decreased methylation of CLCN7 gene	decreases^methylation	1	1
bisphenol A	C006780	80-05-7	CLCN7	1186	bisphenol A results in increased expression of CLCN7 mRNA	increases^expression	1	1
bisphenol A	C006780	80-05-7	CLDN1	9076	bisphenol A results in decreased expression of CLDN1 mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	CLDN10	9071	[bisphenol A co-treated with Fulvestrant] results in decreased methylation of CLDN10 gene	affects^cotreatment|decreases^methylation	1	1
bisphenol A	C006780	80-05-7	CLDN11	5010	[bisphenol A co-treated with Fulvestrant] results in increased methylation of CLDN11 gene	affects^cotreatment|increases^methylation	1	1
bisphenol A	C006780	80-05-7	CLDN11	5010	bisphenol A results in decreased methylation of CLDN11 gene	decreases^methylation	1	1
bisphenol A	C006780	80-05-7	CLDN12	9069	bisphenol A results in decreased expression of CLDN12 mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	CLDN15	24146	[bisphenol A co-treated with Fulvestrant] results in decreased methylation of CLDN15 gene	affects^cotreatment|decreases^methylation	1	1
bisphenol A	C006780	80-05-7	CLDN15	24146	bisphenol A results in decreased methylation of CLDN15 gene	decreases^methylation	1	1
bisphenol A	C006780	80-05-7	CLDN18	51208	[bisphenol A co-treated with Fulvestrant] results in decreased methylation of CLDN18 gene	affects^cotreatment|decreases^methylation	1	1
bisphenol A	C006780	80-05-7	CLDN18	51208	bisphenol A results in increased methylation of CLDN18 gene	increases^methylation	1	1
bisphenol A	C006780	80-05-7	CLDN19	149461	bisphenol A affects the expression of CLDN19 mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	CLDN2	9075	bisphenol A results in decreased methylation of CLDN2 gene	decreases^methylation	1	1
bisphenol A	C006780	80-05-7	CLDN4	1364	bisphenol A results in decreased expression of CLDN4 mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	CLDN5	7122	[bisphenol A co-treated with Fulvestrant] results in increased methylation of CLDN5 gene	affects^cotreatment|increases^methylation	1	1
bisphenol A	C006780	80-05-7	CLDN7	1366	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in increased expression of CLDN7 mRNA	affects^cotreatment|increases^expression	1	1
bisphenol A	C006780	80-05-7	CLEC11A	6320	bisphenol A results in decreased methylation of CLEC11A gene	decreases^methylation	1	1
bisphenol A	C006780	80-05-7	CLEC14A	161198	bisphenol A results in decreased expression of CLEC14A mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	CLEC16A	23274	[bisphenol A co-treated with Fulvestrant] results in decreased methylation of CLEC16A gene	affects^cotreatment|decreases^methylation	1	1
bisphenol A	C006780	80-05-7	CLEC16A	23274	bisphenol A results in decreased methylation of CLEC16A gene	decreases^methylation	1	1
bisphenol A	C006780	80-05-7	CLEC18B	497190	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of CLEC18B mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	CLEC1A	51267	bisphenol A affects the methylation of CLEC1A gene	affects^methylation	1	1
bisphenol A	C006780	80-05-7	CLEC1A	51267	[bisphenol A co-treated with Fulvestrant] results in decreased methylation of CLEC1A gene	affects^cotreatment|decreases^methylation	1	1
bisphenol A	C006780	80-05-7	CLEC1A	51267	bisphenol A results in increased expression of CLEC1A mRNA	increases^expression	1	1
bisphenol A	C006780	80-05-7	CLEC3B	7123	bisphenol A results in decreased expression of CLEC3B protein	decreases^expression	1	1
bisphenol A	C006780	80-05-7	CLEC3B	7123	bisphenol A results in increased expression of CLEC3B mRNA	increases^expression	1	1
bisphenol A	C006780	80-05-7	CLEC3B	7123	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in increased expression of CLEC3B mRNA	affects^cotreatment|increases^expression	1	1
bisphenol A	C006780	80-05-7	CLEC4A	50856	bisphenol A results in increased expression of CLEC4A mRNA	increases^expression	1	1
bisphenol A	C006780	80-05-7	CLEC4D	338339	bisphenol A results in decreased methylation of CLEC4D gene	decreases^methylation	1	1
bisphenol A	C006780	80-05-7	CLEC4E	26253	[bisphenol A co-treated with Fulvestrant] results in increased methylation of CLEC4E gene	affects^cotreatment|increases^methylation	1	1
bisphenol A	C006780	80-05-7	CLEC4E	26253	bisphenol A results in increased methylation of CLEC4E gene	increases^methylation	1	1
bisphenol A	C006780	80-05-7	CLEC5A	23601	bisphenol A results in increased expression of CLEC5A mRNA	increases^expression	1	1
bisphenol A	C006780	80-05-7	CLECL1P	160365	bisphenol A results in decreased methylation of CLECL1P gene	decreases^methylation	1	1
bisphenol A	C006780	80-05-7	CLGN	1047	bisphenol A affects the expression of CLGN mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	CLGN	1047	bisphenol A analog results in increased expression of CLGN mRNA	increases^expression	1	1
bisphenol A	C006780	80-05-7	CLGN	1047	bisphenol A results in increased expression of CLGN mRNA	increases^expression	1	1
bisphenol A	C006780	80-05-7	CLIC1	1192	bisphenol A affects the expression of CLIC1 mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	CLIC1	1192	[bisphenol A co-treated with Fulvestrant] results in increased methylation of CLIC1 gene	affects^cotreatment|increases^methylation	1	1
bisphenol A	C006780	80-05-7	CLIC1	1192	bisphenol A results in decreased expression of CLIC1 mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	CLIC2	1193	bisphenol A results in decreased expression of CLIC2 protein	decreases^expression	1	1
bisphenol A	C006780	80-05-7	CLIC2	1193	bisphenol A results in increased expression of CLIC2 mRNA	increases^expression	1	1
bisphenol A	C006780	80-05-7	CLIC3	9022	bisphenol A results in decreased expression of CLIC3 mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	CLIC4	25932	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of CLIC4 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	CLIC5	53405	bisphenol A results in decreased methylation of CLIC5 gene	decreases^methylation	1	1
bisphenol A	C006780	80-05-7	CLIC6	54102	bisphenol A results in increased expression of CLIC6 mRNA	increases^expression	1	1
bisphenol A	C006780	80-05-7	CLIP1	6249	bisphenol A affects the expression of CLIP1 mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	CLIP1	6249	bisphenol A results in decreased expression of CLIP1 protein	decreases^expression	1	1
bisphenol A	C006780	80-05-7	CLIP1	6249	bisphenol A results in decreased methylation of CLIP1 gene	decreases^methylation	1	1
bisphenol A	C006780	80-05-7	CLIP2	7461	bisphenol A results in increased expression of CLIP2 mRNA	increases^expression	1	1
bisphenol A	C006780	80-05-7	CLIP3	25999	bisphenol A results in increased expression of CLIP3 mRNA	increases^expression	1	1
bisphenol A	C006780	80-05-7	CLIP4	79745	bisphenol A results in increased expression of CLIP4 mRNA	increases^expression	2	1
bisphenol A	C006780	80-05-7	CLK3	1198	bisphenol A results in decreased expression of CLK3 protein	decreases^expression	1	1
bisphenol A	C006780	80-05-7	CLK3	1198	bisphenol A results in increased methylation of CLK3 gene	increases^methylation	1	1
bisphenol A	C006780	80-05-7	CLMN	79789	bisphenol A affects the expression of CLMN mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	CLMN	79789	bisphenol A results in decreased methylation of CLMN gene	decreases^methylation	1	1
bisphenol A	C006780	80-05-7	CLMN	79789	bisphenol A results in increased expression of CLMN mRNA	increases^expression	1	1
bisphenol A	C006780	80-05-7	CLMN	79789	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of CLMN mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	CLMP	79827	bisphenol A results in decreased methylation of CLMP gene	decreases^methylation	1	1
bisphenol A	C006780	80-05-7	CLMP	79827	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in increased expression of CLMP mRNA	affects^cotreatment|increases^expression	1	1
bisphenol A	C006780	80-05-7	CLN8	2055	bisphenol A results in decreased methylation of CLN8 gene	decreases^methylation	1	1
bisphenol A	C006780	80-05-7	CLN8	2055	bisphenol A results in increased expression of CLN8 mRNA	increases^expression	1	1
bisphenol A	C006780	80-05-7	CLNK	116449	bisphenol A results in increased methylation of CLNK gene	increases^methylation	1	1
bisphenol A	C006780	80-05-7	CLP1	10978	[bisphenol A co-treated with Fulvestrant] results in decreased methylation of CLP1 gene	affects^cotreatment|decreases^methylation	1	1
bisphenol A	C006780	80-05-7	CLPB	81570	bisphenol A results in decreased expression of CLPB protein	decreases^expression	1	1
bisphenol A	C006780	80-05-7	CLPB	81570	bisphenol A results in decreased methylation of CLPB gene	decreases^methylation	1	1
bisphenol A	C006780	80-05-7	CLPS	1208	bisphenol A results in decreased methylation of CLPS gene	decreases^methylation	1	1
bisphenol A	C006780	80-05-7	CLPTM1	1209	bisphenol A results in increased expression of CLPTM1 mRNA	increases^expression	1	1
bisphenol A	C006780	80-05-7	CLPTM1L	81037	bisphenol A affects the expression of CLPTM1L mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	CLRN1	7401	bisphenol A affects the methylation of CLRN1 gene	affects^methylation	1	1
bisphenol A	C006780	80-05-7	CLSPN	63967	bisphenol A results in decreased expression of CLSPN mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	CLSTN2	64084	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in increased expression of CLSTN2 mRNA	affects^cotreatment|increases^expression	1	1
bisphenol A	C006780	80-05-7	CLSTN3	9746	bisphenol A results in increased expression of CLSTN3 mRNA	increases^expression	1	1
bisphenol A	C006780	80-05-7	CLTA	1211	bisphenol A results in decreased expression of CLTA protein	decreases^expression	1	1
bisphenol A	C006780	80-05-7	CLTB	1212	bisphenol A results in decreased expression of CLTB mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	CLTC	1213	[bisphenol A co-treated with Fulvestrant] results in increased methylation of CLTC gene	affects^cotreatment|increases^methylation	1	1
bisphenol A	C006780	80-05-7	CLTC	1213	bisphenol A results in increased methylation of CLTC gene	increases^methylation	1	1
bisphenol A	C006780	80-05-7	CLTCL1	8218	[bisphenol A co-treated with Fulvestrant] results in decreased methylation of CLTCL1 gene	affects^cotreatment|decreases^methylation	1	1
bisphenol A	C006780	80-05-7	CLTCL1	8218	bisphenol A results in decreased methylation of CLTCL1 gene	decreases^methylation	1	1
bisphenol A	C006780	80-05-7	CLU	1191	4-(2-phenyl-5,7-bis(trifluoromethyl)pyrazolo(1,5-a)pyrimidin-3-yl)phenol inhibits the reaction [bisphenol A inhibits the reaction [Doxorubicin results in increased expression of CLU mRNA]]	decreases^reaction|increases^expression	1	1
bisphenol A	C006780	80-05-7	CLU	1191	4-(6-bromo-1,3-benzodioxol-5-yl)-3a,4,5,9b-3H-cyclopenta(c)quinoline inhibits the reaction [bisphenol A inhibits the reaction [Doxorubicin results in increased expression of CLU mRNA]]	decreases^reaction|increases^expression	1	1
bisphenol A	C006780	80-05-7	CLU	1191	bisphenol A affects the expression of CLU mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	CLU	1191	bisphenol A inhibits the reaction [Doxorubicin results in increased expression of CLU mRNA]	decreases^reaction|increases^expression	1	1
bisphenol A	C006780	80-05-7	CLU	1191	bisphenol A results in increased expression of CLU mRNA	increases^expression	1	1
bisphenol A	C006780	80-05-7	CLU	1191	Fulvestrant inhibits the reaction [bisphenol A inhibits the reaction [Doxorubicin results in increased expression of CLU mRNA]]	decreases^reaction|increases^expression	1	1
bisphenol A	C006780	80-05-7	CLUAP1	23059	bisphenol A results in decreased expression of CLUAP1 protein	decreases^expression	1	1
bisphenol A	C006780	80-05-7	CLUAP1	23059	bisphenol A results in increased expression of CLUAP1 mRNA	increases^expression	1	1
bisphenol A	C006780	80-05-7	CLUH	23277	[bisphenol A co-treated with Fulvestrant] results in decreased methylation of CLUH gene	affects^cotreatment|decreases^methylation	1	1
bisphenol A	C006780	80-05-7	CLYBL	171425	bisphenol A results in decreased methylation of CLYBL gene	decreases^methylation	1	1
bisphenol A	C006780	80-05-7	CMBL	134147	bisphenol A results in increased expression of CMBL mRNA	increases^expression	1	1
bisphenol A	C006780	80-05-7	CMC1	152100	bisphenol A results in decreased expression of CMC1 mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	CMC1	152100	bisphenol A results in decreased expression of CMC1 protein	decreases^expression	1	1
bisphenol A	C006780	80-05-7	CMC2	56942	bisphenol A results in decreased expression of CMC2 mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	CMIP	80790	[bisphenol A co-treated with Fulvestrant] results in decreased methylation of CMIP gene	affects^cotreatment|decreases^methylation	1	1
bisphenol A	C006780	80-05-7	CMIP	80790	bisphenol A results in decreased expression of CMIP protein	decreases^expression	1	1
bisphenol A	C006780	80-05-7	CMIP	80790	bisphenol A results in decreased methylation of CMIP gene	decreases^methylation	1	1
bisphenol A	C006780	80-05-7	CMPK1	51727	bisphenol A results in decreased expression of CMPK1 mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	CMPK2	129607	bisphenol A results in decreased expression of CMPK2 mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	CMSS1	84319	bisphenol A affects the expression of CMSS1 mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	CMSS1	84319	[bisphenol A co-treated with Fulvestrant] affects the methylation of CMSS1 gene	affects^cotreatment|affects^methylation	1	1
bisphenol A	C006780	80-05-7	CMSS1	84319	bisphenol A results in increased methylation of CMSS1 gene	increases^methylation	1	1
bisphenol A	C006780	80-05-7	CMSS1	84319	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in increased expression of CMSS1 mRNA	affects^cotreatment|increases^expression	1	1
